antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
The Raven Boys,The Dream Thieves,0.0927896484208734,0.0655486507193326,0.0450327743253596,0.4853211009174312,7.403983081139046,1.0,0.0389505380706501,1.8156006608127049,0.9534035422815538,0.3974455296769347,0.4492180898676382,0.5861670439652091
Last Sacrifice,Shadow Kiss,0.022703755554202933,0.02319069937305983,0.010956235924280236,0.48257372654155495,20.80893373582994,1.0,0.010429719954583277,1.887823156133931,0.9740585035708353,0.313588850174216,0.4702893664849954,0.4775073357117223
Opal,Origin,0.025321078580558768,0.024773266784344758,0.012173595471422485,0.4807692307692308,19.406775656775658,1.0,0.011546309636478945,1.878214449156077,0.9731118466246175,0.3210272873194222,0.4675794340474156,0.48608486108486104
Red Rising,Golden Son,0.050171526586620926,0.03507718696397941,0.024099485420240138,0.48034188034188036,13.693854094832092,1.0,0.022339609401892974,1.8568415974541845,0.9759388832210022,0.394109396914446,0.46145109988323924,0.5836917225670283
"Unravel Me (Shatter Me, #2)",Shatter Me,0.044854202401372216,0.04828473413379074,0.021526586620926245,0.47992351816443596,9.939446219888673,1.0,0.01936081338319275,1.8299525148824536,0.9416266871098706,0.3005988023952096,0.45353773288251986,0.46287472533443824
Empire of Storms,Crown of Midnight,0.04922813036020583,0.09082332761578045,0.02358490566037736,0.47909407665505227,5.275011268930982,1.0,0.019113843048760036,1.745375953005157,0.8523884342249847,0.2025036818851252,0.4270575354964541,0.3693865095267707
A Gathering of Shadows,A Conjuring of Light,0.04639794168096055,0.03542024013722127,0.02221269296740995,0.4787430683918669,13.516087596729221,1.0,0.02056926673119754,1.8504881208715014,0.9710697296811157,0.37266187050359717,0.45960204298472196,0.5529308562298318
The Winner's Crime,The Winner's Kiss,0.026721042059772354,0.021486396007060687,0.01278227524499361,0.4783599088838269,22.263385107797145,1.0,0.012208136353576017,1.8758404897506564,0.9813046844754162,0.36082474226804123,0.46690563218788206,0.5366303793710919
Six of Crows,Crooked Kingdom,0.1055588660934706,0.0723589001447178,0.0503958457478505,0.4774193548387096,6.597935483870967,1.0,0.0427577222968034,1.7751156849082557,0.9485671071280664,0.3951935914552737,0.4366564339992954,0.5869449715370019
The Assassin's Blade,A Court of Thorns and Roses,0.04305317324185249,0.09708404802744425,0.020497427101200685,0.47609561752988044,4.90395309222474,1.0,0.0163176507624548,1.7234365319019886,0.8318987596193437,0.171326164874552,0.4197639533053197,0.3436131797896752
The Assassin's Blade,Queen of Shadows,0.04305317324185249,0.06183533447684391,0.020497427101200685,0.47609561752988044,7.699410402771714,1.0,0.01783521973350123,1.7907173463597885,0.9092667437139124,0.2428861788617886,0.44156457632310137,0.4037898337302661
City of Glass,City of Bones,0.04691252144082333,0.056089193825042884,0.022298456260720412,0.4753199268738574,8.474358329280086,1.0,0.01966717075280459,1.7990216410372877,0.9254102956343575,0.2763018065887354,0.4441423175857874,0.4364367218467146
Shadow Kiss,Blood Promise,0.02319069937305983,0.017956053320348164,0.011017103901637348,0.47506561679790027,26.457128875839675,1.0,0.010600690467158521,1.8707937184247367,0.9850469310301141,0.36565656565656574,0.4654675231419799,0.5443124694158993
Mockingjay,The Hunger Games,0.0695540308747856,0.08919382504288165,0.0330188679245283,0.47472256473489516,5.322370293085459,1.0,0.026815077863655487,1.7339526006812744,0.8728220806753391,0.26261937244201905,0.42328296655450826,0.42245743621360143
A Conjuring of Light,Six of Crows,0.025199342625844542,0.07797187899446101,0.011930123561994035,0.4734299516908213,6.071803806657693,1.0,0.009965283468031721,1.7510075325518037,0.8568975514027029,0.13075383589059375,0.4289002294909231,0.3132177080858478
Harry Potter and the Half-Blood Prince,Harry Potter and the Philosopher's Stone,0.027147117901272142,0.05946801387789884,0.01284314322235072,0.4730941704035874,7.955439227799936,1.0,0.011228758038252913,1.785009641746626,0.8986968677916969,0.1740924092409241,0.43977893641991567,0.34453070853853884
Queen of Shadows,Throne of Glass,0.06183533447684391,0.09451114922813036,0.029245283018867925,0.47295423023578365,5.004216265471177,1.0,0.023401154494555577,1.7180459510697843,0.852908383708215,0.23009446693657218,0.4179433912245915,0.3911958084028283
Shadow Kiss,Last Sacrifice,0.02319069937305983,0.022703755554202933,0.010956235924280236,0.47244094488188976,20.80893373582994,1.0,0.010429719954583277,1.8524869111136752,0.9745440761050183,0.313588850174216,0.460185119797245,0.4775073357117223
Attachments,Fangirl,0.043481989708404806,0.11149228130360206,0.020497427101200685,0.4714003944773175,4.228098922773479,1.0,0.015649520872990888,1.680870945444305,0.798194155314798,0.1524234693877551,0.4050703281472512,0.32762327416173564
The Assassin's Blade,A Court of Mist and Fury,0.04305317324185249,0.10042881646655231,0.020154373927958835,0.4681274900398406,4.661286536178088,1.0,0.01583059469415015,1.6913285922613885,0.820805223234546,0.16342141863699583,0.40874883533840606,0.33440533340591516
Harry Potter and the Order of the Phoenix,Harry Potter and the Philosopher's Stone,0.02860794935784284,0.05946801387789884,0.013390955018564733,0.4680851063829787,7.871207996689822,1.0,0.011689697089134308,1.7682001339095503,0.8986636209833152,0.17929910350448244,0.4344531589933961,0.34663211306866437
City of Fallen Angels,City of Glass,0.021486396007060687,0.03359912350112606,0.01004321626392355,0.46742209631728043,13.911734819559058,1.0,0.009321292190888217,1.81457185853246,0.9484980433848312,0.222972972972973,0.44890581472548974,0.3831675698977707
Dark Places,Gone Girl,0.02386024712398807,0.07115466553046443,0.011138839856351574,0.46683673469387754,6.560873151655871,1.0,0.009441071952769976,1.7421405316366407,0.8682990938645638,0.13280116110304788,0.4259934937277663,0.31169039472076254
The Dream Thieves,The Raven King,0.0655486507193326,0.0513322550438409,0.0305609942964161,0.4662337662337662,9.082666752816008,1.0,0.0271962342399116,1.7773094005261374,0.9523237115437369,0.3540433925049309,0.4373517634554963,0.5307951584070987
Lady Midnight,A Court of Mist and Fury,0.04365351629502573,0.10042881646655231,0.020325900514579758,0.4656188605108055,4.636307355726722,1.0,0.01594182953846697,1.6833887221269295,0.8201118743205564,0.16424116424116422,0.4059601404858415,0.3340049896063848
The Last Olympian,The Lightning Thief,0.022155943757988922,0.035546898776553655,0.010225820195994887,0.4615384615384615,12.983930453108535,1.0,0.009438245105930639,1.7911271879864,0.943894594874987,0.21538461538461534,0.441692356239532,0.3746048472075869
Heir of Fire,A Court of Thorns and Roses,0.0725291563803524,0.0925342640674214,0.0334553503022048,0.4612676056338028,4.984830325096855,1.0,0.0267439181931179,1.6844462026460931,0.8619045784010453,0.2542043984476067,0.4063330734878312,0.4114065719061378
The Rose & the Dagger,A Court of Mist and Fury,0.023373303305131172,0.07285896889646357,0.010773631992208899,0.4609375,6.326434576023392,1.0,0.009070677213692738,1.7199137968297487,0.8620828073585414,0.1260683760683761,0.4185755112591912,0.30440358709273185
"Heir of Fire,Crown of Midnight",A Court of Mist and Fury,0.048027444253859346,0.10042881646655231,0.022126929674099485,0.46071428571428574,4.587471025985117,1.0,0.017303590289771072,1.6680790158236116,0.8214679796075145,0.17515274949083504,0.4005080151995969,0.3405193973404904
Harry Potter and the Deathly Hallows,Harry Potter and the Goblet of Fire,0.030555724633270435,0.033051311704912045,0.01406050276949297,0.46015936254980083,13.922574893794987,1.0,0.01305059599026929,1.7911743229672847,0.9574291471070526,0.28378378378378377,0.44170704817642437,0.4427868635953424
Clockwork Angel,Clockwork Princess,0.054802744425385935,0.06680960548885077,0.02521440823327616,0.46009389671361506,6.886642921284662,1.0,0.02155305849850981,1.7284309046163024,0.9043523588548023,0.2615658362989324,0.4214405694036165,0.41875041433883575
The Sea of Monsters,The Battle of the Labyrinth,0.021973339825917586,0.0181386572524195,0.010104084241280661,0.45983379501385035,25.35103831638439,1.0,0.009705517361487403,1.81770228067629,0.9821346626236086,0.3367139959432049,0.44985490163551844,0.5084403874398111
Queen of Shadows,Empire of Storms,0.06183533447684391,0.04922813036020583,0.02830188679245283,0.4576976421636616,9.297481720606784,1.0,0.02525784888595983,1.7532136010493393,0.9512658350577722,0.34196891191709844,0.42961884427460706,0.5163052670748622
Harry Potter and the Chamber of Secrets,Harry Potter and the Goblet of Fire,0.05042881646655232,0.04631217838765009,0.02307032590051458,0.45748299319727886,9.878243890148651,1.0,0.02073485755643754,1.7578947934421993,0.946498216472914,0.3131548311990687,0.43113774286693096,0.4778155706727135
The Raven King,"The Dream Thieves,Blue Lily, Lily Blue",0.052058319039451115,0.04013722126929674,0.023670668953687822,0.4546952224052718,11.328517720609979,1.0,0.02158119268349373,1.7602317422644618,0.9617967185772897,0.34543178973717154,0.4318929854579583,0.5222194060744307
A Clash of Kings,A Storm of Swords,0.02611236228620123,0.02812100553898594,0.011869255584636923,0.45454545454545453,16.163911845730027,1.0,0.011134949700150651,1.7817781565118593,0.9632875000000001,0.2801724137931034,0.43876290303296,0.4383116883116883
Pandemonium,Delirium,0.023799379146630956,0.031042668452127335,0.010773631992208899,0.45268542199488493,14.582683917556794,1.0,0.010034835755993562,1.770384657173917,0.9541332978244467,0.24447513812154698,0.4351510018188306,0.39987212276214834
Queen of Shadows,A Court of Thorns and Roses,0.06183533447684391,0.09708404802744425,0.027958833619210977,0.45214979195561716,4.657302627387365,1.0,0.02195560903706798,1.6481073452461084,0.8370422257953615,0.2134905042567125,0.3932434056043404,0.3700678288399994
The One,The Selection,0.023251567350416946,0.032868707772840705,0.010469292105423337,0.450261780104712,13.698797750630211,1.0,0.009705043132921958,1.759257874432261,0.9490682167644174,0.22933333333333333,0.43157849992701325,0.3843901493116153
Heir of Fire,A Court of Mist and Fury,0.0725291563803524,0.0938963139524985,0.0325189410062143,0.448356807511737,4.775020324424638,1.0,0.0257087205680149,1.642553915983981,0.8524007121764391,0.2428480610298792,0.3911919783765855,0.3973425016706464
The Winner's Curse,The Winner's Crime,0.048027444253859346,0.03765008576329331,0.021526586620926245,0.4482142857142858,11.90473478685324,1.0,0.01971834922577665,1.744064569490472,0.9622124116148019,0.3355614973262032,0.4266267330388176,0.5099841360234298
Harry Potter and the Goblet of Fire,Harry Potter and the Half-Blood Prince,0.04631217838765009,0.037993138936535165,0.020754716981132074,0.4481481481481481,11.795502048323716,1.0,0.018995171953196485,1.743233909309634,0.9596661513764196,0.32658569500674756,0.4263535176435238,0.49721177159100405
The Raven King,"The Raven Boys,The Dream Thieves",0.052058319039451115,0.045368782161234994,0.023327615780445968,0.44810543657331137,9.87695536946089,1.0,0.02096579324426504,1.7297347738153146,0.9481113059536671,0.31481481481481477,0.4218766858723215,0.481141565167563
"Crown of Midnight,Throne of Glass",A Court of Thorns and Roses,0.050171526586620926,0.09708404802744425,0.022384219554030874,0.4461538461538461,4.595542266920359,1.0,0.01751336465728517,1.6302649132837812,0.8237253833579824,0.17925824175824173,0.3866027589431844,0.33835960858929054
Shatter Me,"Unravel Me (Shatter Me, #2)",0.04828473413379074,0.044854202401372216,0.021526586620926245,0.4458259325044405,9.939446219888673,1.0,0.01936081338319275,1.7235483463077803,0.945020853775131,0.3005988023952096,0.4198015958518251,0.46287472533443824
A Gathering of Shadows,Six of Crows,0.04639794168096055,0.10840480274442539,0.020668953687821612,0.4454713493530499,4.109332225835887,1.0,0.01563919397214973,1.6078433390508862,0.7934666801508689,0.1540920716112532,0.37804885854718756,0.3180679531575376
Siege and Storm,Six of Crows,0.03895550550855195,0.07797187899446101,0.01734737354677704,0.44531249999999994,5.711193647540983,1.0,0.014309939585096167,1.662247880122662,0.8583424169391748,0.17420537897310512,0.3984050080868761,0.3338974677985948
The Dream Thieves,"The Raven Boys,Blue Lily, Lily Blue",0.06638078902229845,0.03747855917667239,0.029502572898799314,0.4444444444444445,11.85863208746504,1.0,0.027014716569232898,1.7325385934819895,0.9807780635678854,0.39677047289504047,0.4228122803370064,0.6158148995677599
Harry Potter and the Half-Blood Prince,Harry Potter and the Chamber of Secrets,0.027147117901272142,0.03591210664069633,0.01205185951670826,0.4439461883408071,12.36202021737478,1.0,0.011076949323650219,1.7338032275735862,0.9447544328980856,0.23627684964200477,0.4232332803997172,0.3897697043398951
City of Lost Souls,Clockwork Princess,0.02732972183334348,0.048024834134761704,0.012112727494065372,0.44320712694877507,9.228707083195722,1.0,0.010800222136069876,1.7097473978939681,0.9166954924811793,0.1915303176130895,0.4151182793248993,0.3477125622069604
The Rose & the Dagger,Six of Crows,0.023373303305131172,0.07797187899446101,0.010347556150709113,0.4427083333333333,5.67779485428051,1.0,0.00852509577370059,1.6544803666641446,0.8435928363243085,0.1137123745819398,0.3955806184534812,0.28770857728337235
Empire of Storms,A Court of Thorns and Roses,0.04922813036020583,0.09708404802744425,0.021783876500857634,0.44250871080139376,4.557996084756406,1.0,0.017004610328666125,1.619605488850772,0.8210227555219679,0.17493112947658404,0.38256568844455274,0.33344516812154495
"A Court of Thorns and Roses,A Court of Mist and Fury",A Court of Wings and Ruin,0.05214408233276158,0.05360205831903945,0.02307032590051458,0.44243421052631576,8.254052631578947,1.0,0.0202752957583211,1.697374479474997,0.9271951316318802,0.279045643153527,0.4108548160160255,0.4364171052631579
Harry Potter and the Deathly Hallows,Harry Potter and the Philosopher's Stone,0.030555724633270435,0.05946801387789884,0.013512690973278958,0.44223107569721115,7.436452756017894,1.0,0.011695602716738376,1.6862394894046244,0.8928076692250736,0.1766109785202864,0.4069644280759437,0.3347286391792095
City of Lost Souls,City of Heavenly Fire,0.02732972183334348,0.03743380607462414,0.01205185951670826,0.44097995545657015,11.780259655603237,1.0,0.011028804009525458,1.7218813588545567,0.940824705123829,0.22863741339491914,0.41923989428329267,0.38146558748438264
City of Heavenly Fire,Clockwork Princess,0.0516295025728988,0.06680960548885077,0.022727272727272728,0.44019933554817275,6.58886296853876,1.0,0.019277926028791754,1.6670047996905397,0.8944065083931381,0.23745519713261654,0.4001217031974721,0.3901895265674111
The Raven King,Six of Crows,0.052058319039451115,0.10840480274442539,0.022898799313893655,0.4398682042833608,4.0576449857151795,1.0,0.017255427507215593,1.5917596609827465,0.794934586539286,0.16645885286783044,0.37176445382300766,0.32555119074927535
Gemina,Six of Crows,0.028790553289914176,0.07797187899446101,0.012660539290279384,0.4397463002114165,5.6398063748425935,1.0,0.010415685752974614,1.6457332122098864,0.8470767567541508,0.13454075032341528,0.39236809916644844,0.30105972309555995
This Savage Song,Six of Crows,0.027451457788057704,0.07797187899446101,0.011990991539351147,0.4368070953436807,5.602110670883162,1.0,0.009850549794479156,1.637144419580701,0.844683648138017,0.1283387622149837,0.3891803386190474,0.2952965999747287
Shadow Kiss,Spirit Bound,0.02319069937305983,0.01941688477691886,0.010104084241280661,0.43569553805774275,22.439003118340615,1.0,0.009653793103657795,1.737684497209274,0.978117980396161,0.31086142322097376,0.4245215390906676,0.47803585680316607
A Storm of Swords,A Game of Thrones,0.02812100553898594,0.04972913750076085,0.012234463448779598,0.4350649350649351,8.748692555914099,1.0,0.01083603009767171,1.6820886531595731,0.9113245696113907,0.18645640074211506,0.4055010132066243,0.34054348344434027
"Throne of Glass,Crown of Midnight",Queen of Shadows,0.050171526586620926,0.06183533447684391,0.021783876500857634,0.4341880341880342,7.021681662458362,1.0,0.01868150337316006,1.658085587102859,0.9028829917704981,0.24144486692015213,0.39689482389912045,0.3932382611994263
Harry Potter and the Order of the Phoenix,Harry Potter and the Chamber of Secrets,0.02860794935784284,0.03591210664069633,0.012417067380850935,0.4340425531914894,12.086245943021998,1.0,0.011389695652740443,1.7034635709732056,0.944275097093164,0.23831775700934585,0.41296073656057697,0.3899026325279481
Days of Blood & Starlight,Dreams of Gods & Monsters,0.0597770154373928,0.044854202401372216,0.02590051457975986,0.43328550932568144,9.659864318809646,1.0,0.023219264230381093,1.6854091669018825,0.9534747522219531,0.3289760348583878,0.4066722671040177,0.5053616839171428
Origin,Obsidian,0.024773266784344758,0.03335565159169761,0.010712764014851786,0.4324324324324324,12.964292759913198,1.0,0.009886435559205008,1.7031352805289137,0.9463082012233179,0.22593068035943514,0.4128475809100455,0.3768001578220556
The Winner's Crime,Six of Crows,0.026721042059772354,0.07797187899446101,0.011504047720494247,0.43052391799544415,5.521528063034467,1.0,0.009420557862403775,1.6190813804857263,0.8413730803974706,0.12344872632266493,0.38236582048766515,0.28903245080100076
Champion,Legend,0.027147117901272142,0.0377381459614097,0.011686651652565586,0.4304932735426009,11.40737740488934,1.0,0.01066216975477578,1.6896408933118554,0.9377958872969195,0.2196796338672769,0.4081582637125303,0.3700853464487198
A Court of Wings and Ruin,"A Court of Thorns and Roses,A Court of Mist and Fury",0.05360205831903945,0.05214408233276158,0.02307032590051458,0.4304,8.254052631578947,1.0,0.0202752957583211,1.6640728891629888,0.9286235246756265,0.279045643153527,0.3990647846543612,0.4364171052631579
Isla and the Happily Ever After,Lola and the Boy Next Door,0.026781910037129465,0.031712216203055574,0.011504047720494247,0.42954545454545456,13.545109928459256,1.0,0.010654733999066014,1.6973969118352812,0.9516598878660296,0.2448186528497409,0.41086260200699476,0.39615468504623974
Looking for Alaska,The Fault in Our Stars,0.031225272384198675,0.09191064580923976,0.013390955018564733,0.42884990253411304,4.665943740882744,1.0,0.010521020068163613,1.589931190101911,0.8110049349996572,0.12201885745978923,0.3710419631833865,0.2872726333862618
The Raven King,"The Raven Boys,Blue Lily, Lily Blue",0.052058319039451115,0.03747855917667239,0.022298456260720412,0.42833607907743,11.42882993602479,1.0,0.020347385469962252,1.6837190621895097,0.9626140483961889,0.3316326530612245,0.4060766891243726,0.5116508770673192
A Conjuring of Light,Crooked Kingdom,0.025199342625844542,0.053076876255402035,0.010773631992208899,0.427536231884058,8.055037561494482,1.0,0.00943612960193947,1.6541188743892978,0.8984955841187022,0.15960324616771865,0.39544852822672677,0.3152589416301024
This Savage Song,A Darker Shade of Magic,0.027451457788057704,0.05618114310061477,0.011686651652565586,0.42572062084257206,7.577642556687558,1.0,0.010144397374254231,1.6434838010101267,0.8925342006717571,0.16243654822335027,0.39153644265591486,0.3168689778102351
Harry Potter and the Goblet of Fire,Harry Potter and the Deathly Hallows,0.033051311704912045,0.030555724633270435,0.01406050276949297,0.425414364640884,13.922574893794987,1.0,0.01305059599026929,1.687205902320943,0.9599001653011474,0.28378378378378377,0.4073041123052102,0.4427868635953424
The Knife of Never Letting Go,The Ask and the Answer,0.02611236228620123,0.01637348590906324,0.011077971878994461,0.42424242424242425,25.910330066463896,1.0,0.010650421483048992,1.708403945526364,0.9871830357142857,0.35271317829457366,0.4146583408340834,0.5504111749464909
City of Lost Souls,Clockwork Prince,0.02732972183334348,0.03901637348590906,0.01156491569785136,0.42316258351893093,10.845769242796438,1.0,0.010498609063535627,1.6659523100572466,0.933305118239905,0.21111111111111114,0.3997427213473851,0.35978721999659496
A Storm of Swords,A Clash of Kings,0.02812100553898594,0.02611236228620123,0.011869255584636923,0.42207792207792205,16.163911845730027,1.0,0.011134949700150651,1.6851538899766856,0.9652783866725121,0.2801724137931034,0.4065823863636363,0.4383116883116883
Scarlet,Winter,0.100536307142249,0.0829147867540648,0.0422235464373882,0.419983065198984,5.06523723500253,1.0,0.0338875999696475,1.5811352362678095,0.8922826870119006,0.2989752863170585,0.3675430304365046,0.4646116558027774
Vampire Academy,Frostbite,0.02483413476170187,0.020390772414632663,0.010408424128066224,0.4191176470588235,20.554280070237045,1.0,0.009902036938026043,1.6864158854634173,0.9755759162590328,0.2989510489510489,0.4070264585267436,0.46478270412642664
Harry Potter and the Deathly Hallows,Harry Potter and the Prisoner of Azkaban,0.030555724633270435,0.035364294844482315,0.01278227524499361,0.41832669322709165,11.829069265108243,1.0,0.011701693589875823,1.6583805616029792,0.9443167786358594,0.2405498281786942,0.39700209761660077,0.38988623817981094
A Darker Shade of Magic,A Gathering of Shadows,0.0755937686217757,0.0445220056184557,0.0315825317102238,0.4177927927927927,9.383961638502749,1.0,0.0282169455189249,1.6411304816456695,0.9664962969343128,0.3567307692307692,0.3906639288076386,0.5635809088246946
Origin,Onyx,0.024773266784344758,0.025199342625844542,0.010347556150709113,0.4176904176904177,16.575448966753317,1.0,0.009723286113048955,1.6740247576003429,0.9635398386042722,0.261136712749616,0.4026372695745159,0.4141592185070446
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Order of the Phoenix,0.04948542024013722,0.04013722126929674,0.020668953687821612,0.4176776429809359,10.406242130678875,1.0,0.01868274642603909,1.6483357837131423,0.9509626159161932,0.2997512437810945,0.3933274943850708,0.46631745396910046
Queen of Shadows,"Heir of Fire,Crown of Midnight",0.06183533447684391,0.048027444253859346,0.025643224699828472,0.4147018030513176,8.634683970675649,1.0,0.022673431620323106,1.6264744376610605,0.942465683062749,0.3044806517311609,0.3851732453674201,0.4743151872399445
City of Bones,City of Ashes,0.056089193825042884,0.041938250428816465,0.023241852487135506,0.41437308868501527,9.88055258500466,1.0,0.02088956983015043,1.635959227727295,0.9521991694567136,0.3107798165137615,0.3887378224033013,0.484282658861935
"Blue Lily, Lily Blue",Six of Crows,0.05849056603773585,0.10840480274442539,0.024099485420240138,0.4120234604105572,3.8007860351163743,1.0,0.017758827146509597,1.516378864160354,0.7826756716279534,0.16876876876876876,0.3405342004989513,0.31716679349641785
Isla and the Happily Ever After,Anna and the French Kiss,0.026781910037129465,0.047050946497047906,0.011017103901637348,0.4113636363636364,8.742940726802304,1.0,0.009756989685391619,1.6189095889625442,0.9099933690600133,0.17538759689922478,0.3823002798810796,0.3227581441844055
Onyx,Origin,0.025199342625844542,0.024773266784344758,0.010347556150709113,0.41062801932367154,16.575448966753314,1.0,0.009723286113048955,1.6546879817675464,0.9639609924519292,0.261136712749616,0.39565645546552236,0.4141592185070446
Empire of Storms,A Court of Wings and Ruin,0.04922813036020583,0.05360205831903945,0.020154373927958835,0.4094076655052265,7.637909407665506,1.0,0.017515644813453805,1.6024555118727772,0.9140721861193531,0.24377593360995853,0.3759577145256856,0.3927038327526133
Empire of Storms,Throne of Glass,0.04922813036020583,0.09451114922813036,0.020154373927958835,0.4094076655052265,4.331845172224084,1.0,0.015501766753263566,1.5331876116314256,0.808975859911485,0.16308119361554474,0.34776410113572087,0.311328152171851
Shadow and Bone,Siege and Storm,0.0765301779177662,0.0532050736358219,0.0310717630033199,0.4060066740823136,7.630976640711902,1.0,0.0269999692518426,1.593948761800367,0.9409675920313574,0.3149266609145815,0.372627261323947,0.4950033370411568
Throne of Glass,Heir of Fire,0.0925342640674214,0.0725291563803524,0.0375414999574359,0.405703771849126,5.593664563276624,1.0,0.0308300678483491,1.56062044429498,0.9049667521792958,0.294392523364486,0.3592292067840003,0.4616547028259715
"Blue Lily, Lily Blue","The Dream Thieves,The Raven King",0.05849056603773585,0.030703259005145797,0.023670668953687822,0.4046920821114369,13.18075328888088,1.0,0.021874817955273632,1.6282275304396319,0.9815427957364002,0.36125654450261785,0.3858352218562515,0.587820901390914
Carry On,Fangirl,0.05437392795883362,0.11149228130360206,0.021955403087478557,0.4037854889589905,3.6216452317398686,1.0,0.015893129815910487,1.490248395908773,0.7655059631779431,0.15256257449344457,0.3289709267627249,0.3003542829410337
Champion,Scarlet,0.027147117901272142,0.07431980035303427,0.010956235924280236,0.4035874439461883,5.430416147904936,1.0,0.008938667541697407,1.552080334746416,0.8386181150806064,0.12104909213180899,0.35570345322145763,0.27550379568316785
A Gathering of Shadows,Crooked Kingdom,0.033051311704912045,0.053076876255402035,0.013330087041207622,0.40331491712707185,7.598693547569568,1.0,0.011575826659767283,1.5869730129423354,0.8980811915031586,0.18311036789297663,0.36986956183587216,0.3272308530589488
An Ember in the Ashes,Six of Crows,0.06783876500857633,0.10840480274442539,0.027358490566037737,0.4032869785082175,3.720194754276753,1.0,0.02000444262685759,1.494177544553304,0.7844102940374843,0.1837557603686636,0.3307354914780508,0.32783019811486824
Mistborn : The Final Empire,The Hero of Ages,0.05497427101200686,0.03370497427101201,0.022041166380789023,0.4009360374414977,11.895455970910591,1.0,0.02018825999076169,1.6130081028444825,0.9692162423376955,0.3307593307593307,0.38004031211217393,0.5274400288988659
The Raven Boys,"Blue Lily, Lily Blue",0.0927896484208734,0.0582276325870435,0.0372009874861666,0.4009174311926606,6.885346585117229,1.0,0.0317980659300351,1.572024319265119,0.9421894570215128,0.3268511593118923,0.3638775254650803,0.5199031600407747
Vicious,A Darker Shade of Magic,0.050771869639794166,0.0781303602058319,0.020325900514579758,0.40033783783783783,5.123972765300976,1.0,0.016359076051299097,1.5373150049525282,0.8478877792671006,0.1872037914691943,0.3495152283179076,0.3302457575577773
Crown of Midnight,A Court of Thorns and Roses,0.0888737550012769,0.0925342640674214,0.0354984251298203,0.3994252873563218,4.316512282037453,1.0,0.0272745576158688,1.510995579447547,0.8432766446844391,0.2432905484247374,0.3381846951758642,0.3915249711850606
Winter,"Scarlet, Cress",0.0829147867540648,0.0566953264663318,0.0330297097131182,0.3983572895277207,7.026280901024227,1.0,0.0283288288092102,1.5678818293887251,0.9352208317663192,0.3099041533546325,0.3621968306183679,0.4904699360551516
City of Bones,City of Glass,0.056089193825042884,0.04691252144082333,0.022298456260720412,0.39755351681957185,8.474358329280088,1.0,0.01966717075280459,1.5820284542581255,0.9344071066131759,0.2763018065887354,0.3679001175304786,0.4364367218467146
The Lightning Thief,The Sea of Monsters,0.035546898776553655,0.021973339825917586,0.014121370746850083,0.3972602739726028,18.079194019656207,1.0,0.013340286660275376,1.6226351407433641,0.9795062077670538,0.32538569424964936,0.38371851139506413,0.519959776875498
Allegiant,Divergent,0.034512143161482746,0.08125874977174509,0.013695294905350295,0.3968253968253968,4.883478984602579,1.0,0.010890881300104726,1.5231762832731592,0.8236540158870256,0.13416815742397134,0.3434771726808297,0.28268236133404673
"A Court of Thorns and Roses,A Court of Mist and Fury",Crown of Midnight,0.05214408233276158,0.09082332761578045,0.020668953687821612,0.3963815789473684,4.364314646389344,1.0,0.01593305461488898,1.506210944985301,0.8132765065334301,0.16900420757363255,0.33608237058072976,0.3119773805973858
Prodigy,Scarlet,0.02860794935784284,0.07431980035303427,0.01132144378842291,0.39574468085106385,5.324888912122955,1.0,0.009195306703638316,1.5319355416692741,0.8361224023657396,0.12358803986710962,0.3472310206274414,0.2740394165926081
"A Court of Thorns and Roses,A Court of Mist and Fury",Heir of Fire,0.05214408233276158,0.07401372212692968,0.02058319039451115,0.3947368421052632,5.333292675489419,1.0,0.016723812774170392,1.5298903721381165,0.8571962842321148,0.19496344435418356,0.34635839390083994,0.33641824724034886
Paper Towns,The Fault in Our Stars,0.02915576115405685,0.09191064580923976,0.011504047720494247,0.3945720250521921,4.292995893763221,1.0,0.008824322883764937,1.4999131057150832,0.7900983563052528,0.105,0.3332947114137988,0.2598687939830497
The Unbecoming of Mara Dyer,The Evolution of Mara Dyer,0.030251384746484873,0.022216811735346034,0.011930123561994035,0.3943661971830986,17.75080069457843,1.0,0.011258034242347862,1.6144792178323357,0.9731022022165633,0.2942942942942944,0.38060521996520963,0.4656762492764808
The Winner's Curse,Six of Crows,0.034268671252054295,0.07797187899446101,0.013512690973278958,0.39431616341030196,5.057158664065458,1.0,0.010840698285112816,1.522292762833192,0.8307284657656523,0.13686806411837238,0.3430961347153321,0.28380913556931964
Obsidian,Opal,0.03335565159169761,0.025321078580558768,0.013147483109136283,0.39416058394160586,15.566500561482314,1.0,0.012302882034077168,1.6088073763188366,0.9680494044828785,0.2887700534759359,0.3784215470915283,0.4566956765861875
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Half-Blood Prince,0.035364294844482315,0.027147117901272142,0.013938766814778744,0.39414802065404475,14.518963747366145,1.0,0.012978728133140233,1.6057600127822753,0.9652603113861158,0.28696741854636587,0.3772419340127198,0.4538004677261255
The Young Elites,Six of Crows,0.028729685312557065,0.07797187899446101,0.01132144378842291,0.3940677966101695,5.053973325923868,1.0,0.009081336241683268,1.5216687871140366,0.8258626510359494,0.11869814932992981,0.34282676462295186,0.2696334299210098
