antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
The Darkest Minds,A Court of Thorns and Roses,0.03110353642948445,0.06987643800596506,0.010469292105423337,0.33659491193737767,4.817001575103814,1.0,0.008295887770342191,1.4020446612948432,0.8178396841954553,0.1156691324815064,0.28675595891755634,0.24321034795475155
Shadow and Bone,Scarlet,0.07924528301886792,0.10334476843910806,0.02667238421955403,0.3365800865800866,3.2568662319699664,1.0,0.018482798796077546,1.3515651451260426,0.752596067682252,0.1710671067106711,0.2601170549520621,0.2973356864435703
I'll Give You the Sun,Fangirl,0.03518169091241098,0.08052833404345973,0.01180838760727981,0.3356401384083045,4.167975687006829,1.0,0.008975264649271427,1.3839964138616674,0.7877912024803144,0.11364967779730523,0.27745477518271117,0.24113828537951126
Harry Potter and the Chamber of Secrets,Harry Potter and the Half-Blood Prince,0.03591210664069633,0.027147117901272142,0.01205185951670826,0.33559322033898303,12.36202021737478,1.0,0.011076949323650219,1.4642428582608404,0.9533436518094641,0.23627684964200477,0.3170531825657981,0.3897697043398951
Ruin and Rising,A Court of Thorns and Roses,0.03591210664069633,0.06987643800596506,0.01205185951670826,0.33559322033898303,4.80266639107069,1.0,0.009542449423366036,1.399930871368573,0.821276085560447,0.12857142857142856,0.2856790142627546,0.2540335439674009
Shadow and Bone,Six of Crows,0.07924528301886792,0.10840480274442539,0.026586620926243566,0.3354978354978355,3.0948613622664256,1.0,0.01799605165215703,1.341749124208715,0.7351401374933898,0.16506922257720977,0.25470419025632574,0.29037550002739876
Shadow and Bone,Ruin and Rising,0.07924528301886792,0.05051457975986278,0.026586620926243566,0.3354978354978355,6.641604010025063,1.0,0.022583578756594065,1.4288673099379265,0.9225409836065575,0.257689110556941,0.3001449518475984,0.43090681248575985
Lady Midnight,Clockwork Princess,0.03165134822569846,0.048024834134761704,0.010591028060137562,0.3346153846153846,6.967548990933021,1.0,0.00907097731145681,1.4307141221096067,0.8844722462453479,0.15330396475770924,0.3010483474326185,0.2775738520035098
The Assassin's Blade,Six of Crows,0.03061659261062755,0.07797187899446101,0.010225820195994887,0.33399602385685884,4.2835446338363266,1.0,0.007838586941736326,1.3844183428829437,0.7907588220519903,0.10396039603960397,0.2776749852088945,0.2325717824202327
The Wrath & the Dawn,An Ember in the Ashes,0.0421206403311218,0.04839004199890438,0.01406050276949297,0.3338150289017341,6.898424037517723,1.0,0.01202228321484924,1.4284470519235535,0.8926378317621885,0.1839171974522293,0.29993905013602334,0.31219053331879154
Vicious,Six of Crows,0.0372512021425528,0.07797187899446101,0.012417067380850935,0.33333333333333337,4.27504553734062,1.0,0.0095125211549936,1.3830421815083085,0.7957261174685465,0.1207815275310835,0.27695625385089345,0.24629195940671353
Empire of Storms,Winter,0.03542516282183943,0.06135492117596932,0.01180838760727981,0.3333333333333333,5.43287037037037,1.0,0.009634879534699973,1.4079676182360459,0.8459014324477818,0.13896848137535817,0.2897563927977001,0.2628968253968254
"Blue Lily, Lily Blue",Scarlet,0.04169456448962201,0.07431980035303427,0.013877898837421632,0.3328467153284671,4.478573862515467,1.0,0.01077916712874621,1.387507520258581,0.8105084309477963,0.13587604290822405,0.2792831855688708,0.2597894510303269
Lady Midnight,Throne of Glass,0.03165134822569846,0.0676243228437519,0.01053016008278045,0.3326923076923077,4.919713702139444,1.0,0.008389759091925802,1.3972200349315533,0.8227781780553197,0.11865569272976678,0.2842931141844185,0.2442039396247317
Harry Potter and the Chamber of Secrets,Harry Potter and the Deathly Hallows,0.03591210664069633,0.030555724633270435,0.011930123561994035,0.3322033898305085,10.872050779931124,1.0,0.010832803120480275,1.4517058945846968,0.941844658818133,0.21875,0.3111552389982686,0.36132081842123037
To All the Boys I've Loved Before,Fangirl,0.030251384746484873,0.08052833404345973,0.01004321626392355,0.3319919517102616,4.122672543195683,1.0,0.007607122647781394,1.376438005965062,0.7810672631410769,0.09969788519637462,0.2734870763039777,0.22835425249912172
City of Glass,Clockwork Princess,0.03359912350112606,0.048024834134761704,0.011138839856351574,0.3315217391304348,6.90313137157657,1.0,0.009525247523136621,1.424092931050438,0.8848690290212566,0.15803108808290156,0.29779863504948295,0.2817304513142668
Queen of Shadows,The Assassin's Blade,0.06183533447684391,0.04305317324185249,0.020497427101200685,0.33148404993065184,7.699410402771713,1.0,0.01783521973350123,1.431449506416233,0.9274703653313677,0.2428861788617886,0.3014074226735437,0.4037898337302661
Siege and Storm,Cress,0.03895550550855195,0.06865907845882281,0.012904011199707834,0.33125,4.824562278368794,1.0,0.010229362090593061,1.3926593219307324,0.8248601546096698,0.13624678663239076,0.2819493006993007,0.2595966312056738
The Wrath & the Dawn,Winter,0.0421206403311218,0.06135492117596932,0.013938766814778744,0.33092485549132944,5.393615526653821,1.0,0.011354458247381412,1.4028993402726333,0.850415661585788,0.1556764106050306,0.2871904838121426,0.27905369758693455
Dreams of Gods & Monsters,Cress,0.03238176395398381,0.06865907845882281,0.010712764014851786,0.3308270676691729,4.818402388951101,1.0,0.008489461942900131,1.391779129943557,0.8189824266442497,0.11859838274932614,0.2814951895128973,0.24342771823174958
Anna and the French Kiss,Fangirl,0.06586620926243568,0.11149228130360206,0.021783876500857634,0.3307291666666667,2.966386217948718,1.0,0.014440302569368235,1.32757573532847,0.7096301265683692,0.14002205071664828,0.24674730534105538,0.263056891025641
Heir of Fire,"A Court of Thorns and Roses,Crown of Midnight",0.07401372212692968,0.036020583190394515,0.02444253859348199,0.3302433371958285,9.16818407548419,1.0,0.021776521158378175,1.4392979873818157,0.96213860575306,0.2855711422845691,0.30521684267823485,0.5044073828836285
Illuminae,A Court of Mist and Fury,0.0797598627787307,0.10042881646655231,0.026329331046312177,0.3301075268817204,3.286980156653168,1.0,0.018319142425909634,1.342859070122161,0.7560737194568486,0.17112597547380154,0.2553202176986233,0.29613830656639395
Heartless,Scarlet,0.035303426867125204,0.07431980035303427,0.011625783675208473,0.32931034482758625,4.430990708576916,1.0,0.009002040038665782,1.380191557314242,0.8026532468231765,0.1186335403726708,0.27546289158156334,0.24286975062837135
Heir of Fire,Six of Crows,0.07401372212692968,0.10840480274442539,0.024356775300171527,0.32908458864426415,3.0357011895507275,1.0,0.016333332352621,1.328923411453473,0.7241865567769867,0.1540965816603364,0.24751118734052716,0.2768840664740308
I'll Give You the Sun,Six of Crows,0.03518169091241098,0.07797187899446101,0.01156491569785136,0.328719723183391,4.215875356892998,1.0,0.008821733151208322,1.3735367369618594,0.7906165641218053,0.11384062312762133,0.27195249090176465,0.2385206734574254
Queen of Shadows,Winter,0.06183533447684391,0.08576329331046312,0.020325900514579758,0.32871012482662965,3.8327600554785017,1.0,0.015022698586891602,1.361910465956934,0.7878056410250476,0.15970350404312667,0.26573734103925906,0.2828550624133148
An Ember in the Ashes,Illuminae,0.06783876500857633,0.0797598627787307,0.022298456260720412,0.32869785082174463,4.121093484496282,1.0,0.016887645672557804,1.3708285283277288,0.8124624018910521,0.17796030116358658,0.27051416035242704,0.30413387164743144
Scarlet,"Cress, Winter",0.100536307142249,0.0469907210351579,0.0330297097131182,0.3285351397121084,6.99148964890967,1.0,0.0283054361502918,1.4192988126828228,0.9527554829632492,0.2884758364312268,0.2954267339167608,0.515716845218373
Station Eleven,The Martian,0.036642522368981675,0.0847282244811005,0.011990991539351147,0.32724252491694356,3.8622610932905643,1.0,0.00888633567851832,1.3604780465737716,0.7692723896932537,0.10962715637173066,0.26496425097163434,0.23438275671134534
"Unravel Me (Shatter Me, #2)",Crown of Midnight,0.03219916002191247,0.06494613184003896,0.01053016008278045,0.3270321361058601,5.035436704857709,1.0,0.00843894919085881,1.389448023192751,0.8280706729196204,0.12157413914265637,0.2802897385811207,0.24458448417289258
"Unravel Me (Shatter Me, #2)",Throne of Glass,0.03219916002191247,0.0676243228437519,0.01053016008278045,0.3270321361058601,4.83601346902176,1.0,0.008352713690161011,1.3854683517293687,0.8196088268440761,0.11792774369461487,0.27822241572549783,0.24137385383150792
The Raven Boys,Six of Crows,0.0927896484208734,0.1055588660934706,0.0303056099429641,0.326605504587156,3.094060372891388,1.0,0.0205108398704449,1.328257269697707,0.7460233448922636,0.1803444782168186,0.2471338024541088,0.3068511393903522
"Blue Lily, Lily Blue",Cress,0.04169456448962201,0.06865907845882281,0.013573558950636071,0.32554744525547447,4.741506186260807,1.0,0.010710848576036665,1.3808842667872434,0.8234290691421488,0.14025157232704402,0.27582634978773873,0.2616212403582337
Ruin and Rising,Crooked Kingdom,0.03591210664069633,0.053076876255402035,0.011686651652565586,0.32542372881355935,6.131177110869228,1.0,0.009780549212326545,1.4037302588173688,0.868073531578172,0.15118110236220475,0.2876124214615907,0.2728036075260457
Ruin and Rising,A Court of Mist and Fury,0.03591210664069633,0.07285896889646357,0.011686651652565586,0.32542372881355935,4.466488254534642,1.0,0.00907013259182461,1.3744050461082575,0.8050204400530337,0.12037617554858936,0.2724124501495514,0.24291236565991253
Scarlet,"Winter,Cress",0.10334476843910806,0.048027444253859346,0.03361921097770154,0.3253112033195021,6.77344398340249,1.0,0.028655825872564277,1.4109802333014754,0.9506046320967412,0.28550619082301526,0.2912728496130986,0.512655601659751
Dreams of Gods & Monsters,Six of Crows,0.03238176395398381,0.07797187899446101,0.01053016008278045,0.325187969924812,4.17058013887177,1.0,0.008005293102133226,1.366348079038849,0.7856664706795664,0.10548780487804878,0.2681220727419288,0.23011935576646536
The Wrath & the Dawn,Illuminae,0.0421206403311218,0.056911558828900116,0.013695294905350295,0.3251445086705202,5.713154152885536,1.0,0.011298143605234713,1.3974672404505377,0.8612413773626203,0.16048502139800283,0.2844197194364254,0.28289310995023337
Illuminae,A Court of Thorns and Roses,0.0797598627787307,0.09708404802744425,0.02590051457975986,0.3247311827956989,3.344845928796687,1.0,0.018157104231087205,1.3371207569020331,0.7617930787604229,0.1715909090909091,0.2521243912801908,0.29575781754625935
The Raven King,A Court of Mist and Fury,0.03767727798405259,0.07285896889646357,0.012173595471422485,0.32310177705977383,4.434619127247306,1.0,0.009428467846678987,1.369690449291382,0.8048251106894372,0.12376237623762376,0.2699080288415851,0.2450930773352336
Lady Midnight,Crown of Midnight,0.03165134822569846,0.06494613184003896,0.010225820195994887,0.32307692307692304,4.974536803402782,1.0,0.008170187561213692,1.3813295779635788,0.8250915175297601,0.11839323467230442,0.2760598079176389,0.24026385985148868
The Dream Thieves,Cress,0.06638078902229845,0.0951114922813036,0.02144082332761578,0.32299741602067183,3.395987259514007,1.0,0.015127247424894599,1.3366101239967005,0.7556986955722947,0.15309246785058173,0.25183867603080595,0.2742128649084423
The Darkest Minds,Heir of Fire,0.03110353642948445,0.052833404345973584,0.01004321626392355,0.32289628180039137,6.111593333754182,1.0,0.008399910547154879,1.3988500878011776,0.8632259268143173,0.13591433278418452,0.2851271135337466,0.25649422384950443
City of Glass,Clockwork Prince,0.03359912350112606,0.03901637348590906,0.010834499969566012,0.322463768115942,8.264831897623731,1.0,0.009523584018246893,1.4183501653363053,0.9095660247704793,0.1753694581280788,0.29495548811608885,0.30007743788012387
Divergent,The Fault in Our Stars,0.11149228130360206,0.12547169811320755,0.035934819897084046,0.3223076923076923,2.5687680740312318,1.0,0.021945694035405673,1.2904503887092282,0.6873416205158449,0.1787542662116041,0.22507675711559205,0.3043527525106472
A Gathering of Shadows,Winter,0.033051311704912045,0.06135492117596932,0.010651896037494673,0.3222836095764272,5.252775219971352,1.0,0.008624035413077403,1.3850116244604582,0.8372982500314743,0.1271802325581395,0.2779843993081592,0.24794736034376916
Ruin and Rising,Heir of Fire,0.03591210664069633,0.052833404345973584,0.01156491569785136,0.3220338983050848,6.0952706396938225,1.0,0.009667556846787728,1.397070728589689,0.867076935346131,0.14984227129337538,0.2842166258758587,0.2704639537608373
City of Heavenly Fire,City of Lost Souls,0.03743380607462414,0.02732972183334348,0.01205185951670826,0.32195121951219513,11.780259655603237,1.0,0.011028804009525458,1.4345137195983064,0.950700568349487,0.22863741339491914,0.30289966116181816,0.38146558748438264
Obsidian,Origin,0.03335565159169761,0.024773266784344758,0.010712764014851786,0.32116788321167883,12.964292759913198,1.0,0.009886435559205008,1.4366243274252126,0.9547100308544801,0.22593068035943514,0.3039238018527444,0.3768001578220556
A Gathering of Shadows,The Raven Boys,0.033051311704912045,0.06701564307018078,0.010591028060137562,0.32044198895027626,4.78159985146602,1.0,0.008376073151919888,1.3729282000349372,0.8178975632415443,0.11836734693877551,0.27162979100104967,0.23924006804462042
Ruin and Rising,Winter,0.03591210664069633,0.06135492117596932,0.011504047720494247,0.32033898305084746,5.221080508474576,1.0,0.009300663248291319,1.3810488690927134,0.8385840856956457,0.13413768630234207,0.2759126614708756,0.2539194915254237
The Raven Boys,The Raven King,0.09348198970840481,0.052058319039451115,0.02993138936535163,0.3201834862385321,6.150476852621556,1.0,0.025064874120668806,1.3944081406842082,0.9237665122406769,0.2589020771513353,0.282849855201419,0.4475711500385412
The Winner's Curse,Shadow and Bone,0.034268671252054295,0.056607218942114554,0.010956235924280236,0.3197158081705151,5.64796883057354,1.0,0.00901638174785985,1.38676275648979,0.8521471490398757,0.1370906321401371,0.27889612313267903,0.25663209763364464
Six of Crows,A Court of Mist and Fury,0.1055588660934706,0.0938963139524985,0.0337107346556567,0.3193548387096774,3.4011435089053315,1.0,0.0237991462244744,1.3312423823446704,0.7892987166804621,0.2033898305084746,0.2488219927022341,0.3391878454654461
Crown of Midnight,"Heir of Fire,Throne of Glass",0.09082332761578045,0.037821612349914234,0.028987993138936536,0.31916902738432484,8.438800134469904,1.0,0.025552908449523227,1.4132412101545644,0.9695582475472617,0.2908777969018933,0.2924067082004838,0.5428044683406885
The Dream Thieves,Scarlet,0.06638078902229845,0.10334476843910806,0.02118353344768439,0.31912144702842377,3.087930350499105,1.0,0.014323426177369671,1.316909201571405,0.7242337035794592,0.14260969976905313,0.2406462049116615,0.2620503500702285
Heartless,A Court of Mist and Fury,0.035303426867125204,0.07285896889646357,0.011260575811065798,0.31896551724137934,4.377848356523494,1.0,0.008688404531015347,1.3613716406077243,0.7998134420621643,0.11620603015075377,0.2654467228701826,0.23675928326563536
Siege and Storm,The Raven Boys,0.03895550550855195,0.06701564307018078,0.012417067380850935,0.31875,4.756352179836512,1.0,0.009806439128071356,1.3695183220988172,0.821767202035669,0.13272608978529604,0.2698162676148225,0.25201805177111714
City of Heavenly Fire,Clockwork Prince,0.03743380607462414,0.03901637348590906,0.011930123561994035,0.31869918699186994,8.168344685006913,1.0,0.010469592203187408,1.410512960157914,0.9117047539896189,0.18490566037735848,0.2910380632815702,0.31223570894055275
Heir of Fire,Scarlet,0.07401372212692968,0.10334476843910806,0.02358490566037736,0.3186558516801854,3.0834250876273543,1.0,0.015935974685853324,1.3160092939405608,0.7296925913763925,0.15337423312883436,0.2401269469718758,0.2734358096575201
The Selection,The One,0.032868707772840705,0.023251567350416946,0.010469292105423337,0.31851851851851853,13.698797750630211,1.0,0.009705043132921958,1.4332721566053663,0.9585057382099946,0.22933333333333333,0.3022958023768144,0.3843901493116153
The Selection,The Elite,0.032868707772840705,0.01935601679956175,0.010469292105423337,0.31851851851851853,16.45578849289541,1.0,0.009833084845592347,1.4389884536093387,0.9711516084698057,0.2507288629737609,0.3050673912693651,0.4296995108315863
Shadow and Bone,Crown of Midnight,0.07924528301886792,0.09082332761578045,0.02521440823327616,0.31818181818181823,3.503305004721436,1.0,0.018017087931648273,1.3334591194968555,0.7760538641686182,0.17406749555950268,0.25007074804263757,0.2979011073911924
"Unravel Me (Shatter Me, #2)",A Court of Thorns and Roses,0.03219916002191247,0.06987643800596506,0.010225820195994887,0.3175803402646503,4.544884503665453,1.0,0.007975857586879572,1.362978848462173,0.8059224318658281,0.11133200795228629,0.2663128990385407,0.23196090183964224
Angelfall,Daughter of Smoke & Bone,0.044311887515977845,0.07377198855682025,0.01406050276949297,0.3173076923076923,4.301194782939833,1.0,0.010791526710733147,1.3567283547900097,0.8030930282379235,0.13516676418958457,0.2629327776120836,0.2539508758568164
Crown of Midnight,Cress,0.09082332761578045,0.0951114922813036,0.02881646655231561,0.31728045325779036,3.33587924705666,1.0,0.020178124328825,1.3254176067414933,0.7701791946851376,0.18340611353711792,0.24552081177005358,0.3101280534999502
Crown of Midnight,Scarlet,0.09082332761578045,0.10334476843910806,0.02881646655231561,0.31728045325779036,3.0701162531002786,1.0,0.01943035079099353,1.3133580777634644,0.7416374129125285,0.17427385892116184,0.23859302582360933,0.2980593137658246
Heartless,Six of Crows,0.035303426867125204,0.07797187899446101,0.011199707833708685,0.3172413793103448,4.068664028641417,1.0,0.008447033305935395,1.3504452277353853,0.7818200023592217,0.10971973762671437,0.2595034737714322,0.23043958114619503
Throne of Glass,Scarlet,0.09451114922813036,0.10334476843910806,0.02993138936535163,0.31669691470054445,3.0644697306293347,1.0,0.02016415653345651,1.3122364743427664,0.7439951019637194,0.17824310520939735,0.23794223102901466,0.303161735358571
Throne of Glass,A Court of Mist and Fury,0.09451114922813036,0.10042881646655231,0.02993138936535163,0.31669691470054445,3.15344664851268,1.0,0.020439746505476787,1.3165039100316858,0.7541635208109548,0.1813929313929314,0.24041243449407457,0.30736639074053695
The Raven King,A Darker Shade of Magic,0.03767727798405259,0.05618114310061477,0.011930123561994035,0.3166397415185784,5.636050177040871,1.0,0.009813371015930335,1.381143906431961,0.8547764266997122,0.14561664190193166,0.27596248635423215,0.26449538538550804
A Court of Wings and Ruin,Throne of Glass,0.03865116562176639,0.0676243228437519,0.012234463448779598,0.3165354330708662,4.680792646193754,1.0,0.009620704546485942,1.3641902188806858,0.8179767239527321,0.13009708737864079,0.2669643967829521,0.24872676244002356
Siege and Storm,A Court of Mist and Fury,0.03895550550855195,0.07285896889646357,0.012295331426136709,0.315625,4.331999269005848,1.0,0.009457073461943107,1.3547266207905555,0.8003372444407656,0.12354740061162078,0.26184369255514706,0.24219011069340016
The Raven Boys,"The Dream Thieves,Blue Lily, Lily Blue",0.09348198970840481,0.04013722126929674,0.029502572898799314,0.3155963302752293,7.8629342115580645,1.0,0.02575046559317895,1.4024804675823948,0.9628281005918462,0.2833607907742998,0.28697759212019064,0.5253195326589822
Heartless,Cress,0.035303426867125204,0.06865907845882281,0.011138839856351574,0.31551724137931036,4.595419112252385,1.0,0.008714939101216311,1.360649205274264,0.811023915249346,0.12000000000000001,0.26505671254301616,0.23887564196625094
"Blue Lily, Lily Blue",Winter,0.04169456448962201,0.06135492117596932,0.013147483109136283,0.31532846715328466,5.13941605839416,1.0,0.010589316391409155,1.3709421726960789,0.8404683265582656,0.14624238320920785,0.2705746311433314,0.2648070907194995
The Lightning Thief,The Titan's Curse,0.035546898776553655,0.018990808935419077,0.011199707833708685,0.3150684931506849,16.59057780119424,1.0,0.010524643470796473,1.432273418954288,0.9743603111666004,0.2584269662921348,0.3018092867141901,0.45240604144713725
The Wrath & the Dawn,Crown of Midnight,0.0421206403311218,0.06494613184003896,0.013269219063850509,0.315028901734104,4.850618394179564,1.0,0.01053364640371861,1.3650997400141203,0.8287481206273067,0.14146658014276445,0.2674527943359976,0.2596700272494325
The Winner's Curse,Winter,0.034268671252054295,0.06135492117596932,0.010773631992208899,0.31438721136767317,5.124074896388396,1.0,0.008671080368733902,1.3690600502018893,0.8334024147147616,0.12697274031563846,0.2695718497866223,0.24499122473145563
Fangirl,Eleanor & Park,0.1047927130331148,0.0862347833489401,0.0329445815953009,0.314378554021121,3.645611919137324,1.0,0.0239078046903426,1.3327547176510126,0.8106475870901289,0.2084006462035541,0.2496743873752663,0.3482060588466908
A Game of Thrones,A Clash of Kings,0.06715265866209262,0.036020583190394515,0.02109777015437393,0.314176245210728,8.722130997993068,1.0,0.018678892226579855,1.405578926186073,0.9490825348632267,0.25705329153605017,0.2885493789285666,0.4499452654625068
Siege and Storm,Throne of Glass,0.03895550550855195,0.0676243228437519,0.012234463448779598,0.3140625,4.644223953645365,1.0,0.009600123767727725,1.3592720578132091,0.8164853734998452,0.12967741935483873,0.264312104223789,0.24749029590459048
The Girl on the Train,Gone Girl,0.06423670668953688,0.09562607204116638,0.020154373927958835,0.31375166889185585,3.281026420878062,1.0,0.014011669986377907,1.3178522802357322,0.7429414391488581,0.14426028238182934,0.24118961207008432,0.26225700036521044
The Wrath & the Dawn,Scarlet,0.0421206403311218,0.07431980035303427,0.013208351086493396,0.31358381502890176,4.219384518517466,1.0,0.01007795350634246,1.348569890854106,0.796549796496501,0.12794811320754718,0.25847373074104596,0.24565349637603973
Ruin and Rising,Daughter of Smoke & Bone,0.03591210664069633,0.07377198855682025,0.011260575811065798,0.3135593220338983,4.250384572355541,1.0,0.008611268290917039,1.349319819139447,0.7932131259992866,0.11440940012368583,0.2588858580334438,0.2330997930301505
A Court of Wings and Ruin,Crooked Kingdom,0.03865116562176639,0.053076876255402035,0.012112727494065372,0.31338582677165355,5.904375857834284,1.0,0.010061244359231829,1.3791196871050913,0.8640298491316911,0.1521406727828746,0.2748997716803687,0.27079841797298276
Shatter Me,"Ignite Me (Shatter Me, #3)",0.03463387911619697,0.027512325765414816,0.010834499969566012,0.31282952548330406,11.370522730453988,1.0,0.009881641404801203,1.4152058481828105,0.9447745016081726,0.21115065243179124,0.2933890138427241,0.35331741760890867
Empire of Storms,The Assassin's Blade,0.03542516282183943,0.03061659261062755,0.011077971878994461,0.3127147766323024,10.21389873815526,1.0,0.009993374100713054,1.410452857751537,0.9352246794033883,0.2015503875968992,0.29100785290042047,0.3372719012386164
Siege and Storm,Heir of Fire,0.03895550550855195,0.052833404345973584,0.012173595471422485,0.3125,5.914818548387097,1.0,0.010115443497387359,1.3776968664058566,0.8646146051048198,0.1529051987767584,0.27415092217723797,0.2714573732718894
"Blue Lily, Lily Blue",A Court of Thorns and Roses,0.04169456448962201,0.06987643800596506,0.01302574715442206,0.3124087591240876,4.470874132098985,1.0,0.010112279503677275,1.3527274733883523,0.8101071584606034,0.13218035824583077,0.2607527978306155,0.2494099544749358
Dreams of Gods & Monsters,The Raven Boys,0.03238176395398381,0.06701564307018078,0.010104084241280661,0.3120300751879699,4.65607820641522,1.0,0.007933999506157637,1.3561411964116497,0.8115049365228417,0.11315610088616224,0.2626136550928469,0.23140105030969793
Clockwork Prince,Throne of Glass,0.03901637348590906,0.0676243228437519,0.012173595471422485,0.31201248049922,4.613909128822399,1.0,0.009535139634618968,1.3552217892452494,0.8150649227261211,0.12886597938144329,0.26211339875451656,0.2460152411497
Red Queen,Crown of Midnight,0.0676672384219554,0.09082332761578045,0.02109777015437393,0.311787072243346,3.432896376163753,1.0,0.014952006390321546,1.3210688665030372,0.7601371740881423,0.1535580524344569,0.2430371910534303,0.2720408449035427
Shadow and Bone,Daughter of Smoke & Bone,0.07924528301886792,0.10257289879931389,0.024699828473413378,0.3116883116883117,3.038700430004778,1.0,0.01657141007799605,1.303809184763261,0.7286543715846994,0.15720524017467247,0.23301660113586717,0.27624549363679796
City of Heavenly Fire,Throne of Glass,0.03743380607462414,0.0676243228437519,0.011625783675208473,0.31056910569105695,4.592565110169554,1.0,0.009094347887947688,1.3523845317242749,0.8126784074287676,0.1244299674267101,0.2605653373415834,0.24124314870511443
City of Heavenly Fire,Cress,0.03743380607462414,0.06865907845882281,0.011625783675208473,0.31056910569105695,4.523350919679411,1.0,0.009055613046918496,1.350883647990151,0.809217030174734,0.12306701030927836,0.25974379696741223,0.23994767341290435
Red Queen,A Court of Mist and Fury,0.0676672384219554,0.10042881646655231,0.021012006861063463,0.31051964512040553,3.0919377131545076,1.0,0.014216266192786466,1.3047089408233274,0.7256831975730222,0.14285714285714288,0.23354552980302493,0.2598712657711336
The Maze Runner,The Scorch Trials,0.035486030799196544,0.01807778927506239,0.011017103901637348,0.3104631217838765,17.173732753492615,1.0,0.010375594914641099,1.4240314648075587,0.9764208406464708,0.25894134477825465,0.29776832555091165,0.45994536560574295
The Raven King,Winter,0.03767727798405259,0.06135492117596932,0.011686651652565586,0.31017770597738287,5.055465805061928,1.0,0.009374965231728954,1.3607056294896371,0.8336021505376344,0.13379790940766553,0.26508718834721634,0.2503269482267867
Dreams of Gods & Monsters,Scarlet,0.03238176395398381,0.07431980035303427,0.01004321626392355,0.3101503759398496,4.173186344238975,1.0,0.007636610031784391,1.34185794608225,0.7858212241303391,0.10390428211586902,0.25476463218804507,0.22264275553749238
City of Glass,Divergent,0.03359912350112606,0.08125874977174509,0.010408424128066224,0.30978260869565216,3.812298485588666,1.0,0.007678201358938262,1.33108968537007,0.7633385599161979,0.09965034965034965,0.24873582074074926,0.2189362481680508
An Ember in the Ashes,Crown of Midnight,0.06783876500857633,0.09082332761578045,0.021012006861063463,0.30973451327433627,3.4102969072509546,1.0,0.014850664481639592,1.317140563838677,0.7582061695779609,0.15264797507788164,0.24077958916882947,0.2705424218874042
Legend,Champion,0.0377381459614097,0.027147117901272142,0.011686651652565586,0.3096774193548387,11.407377404889338,1.0,0.01066216975477578,1.4092728665916152,0.948117633415565,0.2196796338672769,0.2904142102596912,0.3700853464487198
Crooked Kingdom,A Darker Shade of Magic,0.07427101200686106,0.0781303602058319,0.022984562607204117,0.3094688221709007,3.960929161923932,1.0,0.017181741686256396,1.3350152308724912,0.8075084554990473,0.17760106030483766,0.25094487547797023,0.3018255197572396
Throne of Glass,Queen of Shadows,0.09451114922813036,0.06183533447684391,0.029245283018867925,0.30943738656987296,5.004216265471177,1.0,0.023401154494555577,1.3585511976432563,0.8836867597446642,0.23009446693657218,0.26392174123820444,0.3911958084028283
Heir of Fire,Cress,0.07401372212692968,0.0951114922813036,0.022898799313893655,0.3093858632676709,3.2528757129856114,1.0,0.015859243753107634,1.3102664130222064,0.7479373345141302,0.15659824046920823,0.23679643310596557,0.2750716512010131
Shatter Me,Scarlet,0.03463387911619697,0.07431980035303427,0.010712764014851786,0.3093145869947276,4.161940499374594,1.0,0.008138781033484904,1.3402341821860648,0.786983764186633,0.1090458488228005,0.253861740513965,0.22672936556943585
The Wrath & the Dawn,Cress,0.0421206403311218,0.06865907845882281,0.01302574715442206,0.3092485549132948,4.504117472225638,1.0,0.010133782805191711,1.3483010830679805,0.8121909257247786,0.13325031133250312,0.2583258942990994,0.2494824334850162
The Name of the Wind,The Wise Man's Fear,0.03706859821048147,0.020512508369346885,0.011443179743137136,0.30870279146141216,15.049490091749378,1.0,0.010682809812104678,1.4168833311236764,0.9694902090001882,0.24802110817941958,0.2942255879268917,0.43328314647254584
An Ember in the Ashes,Winter,0.06783876500857633,0.08576329331046312,0.020926243567753,0.3084702907711757,3.596763590391909,1.0,0.015108167666502888,1.3220497897466612,0.7745143731080574,0.1577246283128636,0.24359883587166123,0.27623514538558785
Harry Potter and the Philosopher's Stone,Harry Potter and the Goblet of Fire,0.08267581475128645,0.04631217838765009,0.02547169811320755,0.30809128630705396,6.652489626556017,1.0,0.021642801032101658,1.378343418342287,0.9262596042700755,0.24606462303231147,0.27449140272843964,0.429045643153527
Shatter Me,Divergent,0.03463387911619697,0.08125874977174509,0.010651896037494673,0.30755711775043937,3.7849107771700137,1.0,0.007837590320766755,1.3268116024869976,0.7621905962889569,0.10121457489878541,0.24631349460195895,0.21932163003626837
A Gathering of Shadows,Illuminae,0.033051311704912045,0.056911558828900116,0.010164952218637774,0.30755064456721914,5.4040102027752335,1.0,0.008283950548171357,1.3619601690316683,0.8428081517941078,0.12738367658276126,0.2657641370591741,0.24308013511783416
Eleanor & Park,The Fault in Our Stars,0.09013722126929674,0.12547169811320755,0.027701543739279588,0.3073263558515699,2.4493679488922115,1.0,0.016391873523414997,1.2625401720920588,0.6503523645295615,0.1474212688270196,0.20794599482488038,0.26405278831539536
